ClaimNbr,CarBrandCode,CarModel
CLM0112N-6305-002835,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-014265,ISUZU,DMAX
CLM0112N-6305-002849,MAZDA,2
CLM0112N-6305-002853,NISSAN,ALMERA
CLM011A1-6311-014279,TOYOTA,REVO
CLM011A1-6311-014283,ISUZU,DMAX
CLM0112N-6305-002867,TOYOTA,VIGO DOUBLE CAB
CLM0112N-6305-002871,ISUZU,DMAX
CLM011A1-6311-014297,ISUZU,DMAX
CLM0112N-6305-002885,TOYOTA,VIGO
CLM011A1-6311-014308,NISSAN,NAVARA
CLM011A1-6311-014312,HONDA,CITY
CLM0112N-6305-002899,ISUZU,DMAX
CLM0112N-6305-002900,VOLKSWAGEN,TRANSPORTER
CLM011A1-6311-014326,ISUZU,DMAX
CLM011A1-6311-014330,ISUZU,DMAX
CLM0112N-6305-002914,TOYOTA,HILUX HERO
CLM011A1-6311-014344,SUZUKI,SWIFT
CLM0112N-6305-002928,MITSUBISHI,TRITON DOUBLE CAB
CLM0112N-6305-002932,NISSAN,FRONTIER
CLM011A1-6311-014358,ISUZU,DMAX
CLM011A1-6311-014362,MAZDA,2
CLM0112N-6305-002946,MAZDA,BT-50
CLM0112N-6305-002950,FORD,ESCAPE
CLM011A1-6311-014376,ISUZU,DMAX
CLM011A1-6311-014380,ISUZU,DMAX
CLM0112N-6305-002964,TOYOTA,VIOS
CLM011A1-6311-014394,HONDA,CITY
CLM0112N-6305-002978,TOYOTA,GAIA
CLM0112N-6305-002982,ISUZU,DMAX
CLM011A1-6311-014405,ISUZU,CAB4 2.5
CLM0112N-6305-002996,TOYOTA,ALTIS
CLM011A1-6311-014419,ISUZU,DMAX
CLM011A1-6311-014423,TOYOTA,ALTIS
CLM0112N-6305-003009,TOYOTA,FORTUNER
CLM0112N-6305-003013,HONDA,CITY
CLM011A1-6311-014437,ISUZU,DMAX
CLM011A1-6311-014441,HONDA,CIVIC
CLM0112N-6305-003027,HONDA,CITY
CLM0112N-6305-003031,TATA,XENON X-TEND CAB
CLM011A1-6311-014455,NISSAN,NOTE
CLM0112N-6305-003045,CHEVROLET,OPTRA 1.8
CLM011A1-6311-014469,CHEVROLET,CRUZE
CLM011A1-6311-014473,ISUZU,MU-X
CLM0112N-6305-003059,TOYOTA,HILUX Tiger2.5ExtraCab GL
CLM0112N-6305-003063,TOYOTA,VIGO
CLM011A1-6311-014487,NISSAN,NAVARA
CLM011A1-6311-014491,ISUZU,DMAX
CLM0112N-6305-003077,ISUZU,DMAX
CLM011A1-6311-014502,ISUZU,DMAX
CLM0112N-6305-003081,TOYOTA,HILUX DOUBLE CAB
CLM011A1-6311-014516,MITSUBISHI,TRITON DOUBLE CAB
CLM0112N-6305-003095,FORD,FIESTA
CLM011A1-6311-014520,MG,3
CLM0112N-6305-003106,HONDA,CITY
CLM0112N-6305-003110,MAZDA,BT-50 2500
CLM011A1-6311-014534,ISUZU,DMAX HI-LANDER
CLM0112N-6305-003124,ISUZU,TFR
CLM011A1-6311-014548,ISUZU,DMAX
CLM011A1-6311-014552,MITSUBISHI,ATTRAGE
CLM0112N-6305-003138,TOYOTA,COROLLA
CLM0112N-6305-003142,ISUZU,DMAX
CLM011A1-6311-014566,ISUZU,DMAX
CLM011A1-6311-014570,ISUZU,DMAX
CLM0112N-6305-003156,TOYOTA,VIGO
CLM0112N-6305-003160,TOYOTA,ALTIS
CLM011A1-6311-014584,ISUZU,DMAX
CLM0112N-6305-003174,MAZDA,BT-50 2500
CLM011A1-6311-014598,TOYOTA,REVO
CLM011A1-6311-014609,TOYOTA,SIENTA
CLM0112N-6305-003188,MAZDA,2
CLM011A1-6311-014613,HONDA,HR-V
CLM0112N-6305-003192,TOYOTA,COROLLA
CLM0112N-6305-003203,TOYOTA,YARIS
CLM011A1-6311-014627,HONDA,BRIO AMAZE
CLM011A1-6311-014631,NISSAN,NAVARA
CLM0112N-6305-003217,TOYOTA,VIGO
CLM0112N-6305-003221,CHEVROLET,COLORADO X-CAB
CLM011A1-6311-014645,TOYOTA,COMMUTER
CLM0112N-6305-003235,HONDA,CIVIC
CLM011A1-6311-014659,TOYOTA,YARIS 1.5S A LTD
CLM011A1-6311-014663,ISUZU,DMAX
CLM0112N-6305-003249,HONDA,CIVIC
CLM0112N-6305-003253,TOYOTA,VIGO
CLM011A1-6311-014677,ISUZU,DMAX
CLM011A1-6311-014681,FORD,RANGER DOUBLE CAB 2.5
CLM0112N-6305-003267,ISUZU,DMAX
CLM0112N-6305-003271,TOYOTA,ALTIS
CLM011A1-6311-014695,HONDA,ACCORD EX 2.0/AT
CLM011A1-6311-014706,ISUZU,DMAX
CLM0112N-6305-003285,MG,ZS
CLM011A1-6311-014710,ISUZU,DMAX
CLM0112N-6305-003299,CHEVROLET,COLORADO C-CAB
CLM0112N-6305-003300,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-014724,ISUZU,MU-X
CLM0112N-6305-003314,ISUZU,DMAX
CLM011A1-6311-014738,CHEVROLET,COLORADO S-CAB
CLM011A1-6311-014742,ISUZU,DMAX
CLM0112N-6305-003328,TOYOTA,PRIUS
CLM0112N-6305-003332,HONDA,CIVIC
CLM011A1-6311-014756,HONDA,JAZZ
CLM011A1-6311-014760,TOYOTA,YARIS 1.5S A LTD
CLM0112N-6305-003346,TOYOTA,REVO
CLM0112N-6305-003350,ISUZU,DMAX
CLM011A1-6311-014774,ISUZU,DMAX
CLM0112N-6305-003364,MITSUBISHI,LANCER
CLM011A1-6311-014788,ISUZU,CAB4 2.5
CLM011A1-6311-014792,TOYOTA,FORTUNER
CLM0112N-6305-003378,TOYOTA,VIOS
CLM011A1-6311-014803,MITSUBISHI,TRITON MEGA CAB
CLM0112N-6305-003382,TOYOTA,YARIS 1.5G A LTD
CLM011A1-6311-014817,TOYOTA,COROLLA 1.3 GXI AT
CLM0112N-6305-003396,NISSAN,BIG M
CLM011A1-6311-014821,ISUZU,DMAX 1.9
CLM0112N-6305-003407,TOYOTA,VIOS
CLM0112N-6305-003411,HONDA,CIVIC
CLM011A1-6311-014835,TOYOTA,VIGO
CLM0112N-6305-003425,TOYOTA,COROLLA
CLM011A1-6311-014849,HONDA,ACCORD LXI 2.0
CLM011A1-6311-014853,ISUZU,DMAX
CLM0112N-6305-003439,TOYOTA,VIGO
CLM0112N-6305-003443,CHEVROLET,COLORADO S-CAB
CLM011A1-6311-014867,ISUZU,DMAX
CLM011A1-6311-014871,ISUZU,DMAX
CLM0112N-6305-003457,MITSUBISHI,CEDIA
CLM0112N-6305-003461,MITSUBISHI,ATTRAGE
CLM011A1-6311-014885,ISUZU,DMAX
CLM0112N-6305-003475,CHEVROLET,AVEO
CLM011A1-6311-014899,CHEVROLET,COLORADO C-CAB
CLM011A1-6311-014900,ISUZU,DMAX
CLM0112N-6305-003489,ISUZU,DMAX
CLM011A1-6311-014914,CHEVROLET,COLORADO X-CAB
CLM0112N-6305-003493,TOYOTA,CAMRY
CLM0112N-6305-003504,ISUZU,TFR
CLM011A1-6311-014928,MAZDA,3
CLM011A1-6311-014932,ISUZU,DMAX
CLM0112N-6305-003518,HONDA,CITY
CLM0112N-6305-003522,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-014946,ISUZU,MU-X
CLM011A1-6311-014950,ISUZU,DMAX HI-LANDER
CLM0112N-6305-003536,CHEVROLET,COLORADO X-CAB
CLM0112N-6305-003540,TOYOTA,VIGO
CLM011A1-6311-014964,HONDA,CIVIC VTEC/ AT.
CLM0112N-6305-003554,TOYOTA,VIOS
CLM011A1-6311-014978,ISUZU,SPACECAB SX 2.5
CLM011A1-6311-014982,ISUZU,DMAX
CLM0112N-6305-003568,HONDA,ACCORD
CLM0112N-6305-003572,ISUZU,DMAX
CLM011A1-6311-014996,ISUZU,DMAX
CLM0112N-6305-003586,NISSAN,ALMERA
CLM011A1-6311-015009,ISUZU,DMAX 1.9
CLM0112N-6305-003590,TOYOTA,VIGO
CLM011A1-6311-015013,MITSUBISHI,TRITON MEGA CAB
CLM0112N-6305-003601,ISUZU,DMAX
CLM011A1-6311-015027,NISSAN,ALMERA
CLM011A1-6311-015031,TOYOTA,COMMUTER
CLM0112N-6305-003615,MITSUBISHI,DELICA
CLM011A1-6311-015045,TOYOTA,INNOVA
CLM011A1-6311-015059,HONDA,CITY
CLM011A1-6311-015063,ISUZU,DMAX
CLM011A1-6311-015077,ISUZU,MU-7
CLM011A1-6311-015081,HONDA,CIVIC 1.8 S
CLM011A1-6311-015095,ISUZU,DMAX 1.9
CLM011A1-6311-015106,ISUZU,DMAX
CLM011A1-6311-015110,ISUZU,DMAX HI-LANDER
CLM011A1-6311-015124,TOYOTA,REVO
CLM011A1-6311-015138,HONDA,CIVIC
CLM011A1-6311-015142,HONDA,CITY
CLM011A1-6311-015156,ISUZU,DMAX
CLM011A1-6311-015160,TOYOTA,VIOS
CLM011A1-6311-015174,ISUZU,DMAX
CLM011A1-6311-015188,TOYOTA,VIOS
CLM011A1-6311-015192,TOYOTA,VIOS
CLM011A1-6311-015203,MAZDA,BT-50 2500
CLM011A1-6311-015217,TOYOTA,REVO
CLM011A1-6311-015221,ISUZU,DMAX
CLM011A1-6311-015235,MAZDA,BT-50
CLM011A1-6311-015249,ISUZU,DMAX
CLM011A1-6311-015253,ISUZU,DMAX
CLM011A1-6311-015267,TOYOTA,VIGO
CLM011A1-6311-015271,FORD,RANGER DOUBLE CAB 2.5
CLM011A1-6311-015285,TOYOTA,FORTUNER
CLM011A1-6311-015299,ISUZU,DMAX
CLM011A1-6311-015300,ISUZU,DMAX
CLM011A1-6311-015314,HONDA,JAZZ
CLM011A1-6311-015328,ISUZU,DMAX HI-LANDER
CLM011A1-6311-015332,TOYOTA,FORTUNER
CLM011A1-6311-015346,TOYOTA,SIENTA
CLM011A1-6311-015350,CHEVROLET,COLORADO X-CAB
CLM011A1-6311-015364,HONDA,ACCORD LXI 2.0
CLM011A1-6311-015378,MAZDA,3
CLM011A1-6311-015382,ISUZU,DMAX
CLM011A1-6311-015396,ISUZU,DMAX
CLM011A1-6311-015407,NISSAN,NAVARA
CLM011A1-6311-015411,TOYOTA,REVO
CLM011A1-6311-015425,MERCEDES-BENZ,C180 ESPRIT1.8/AT
CLM011A1-6311-015439,HONDA,BRIO
CLM011A1-6311-015443,TOYOTA,VIOS
CLM011A1-6311-015457,ISUZU,DMAX
CLM011A1-6311-015461,HONDA,HR-V
CLM011A1-6311-015475,ISUZU,DMAX
CLM011A1-6311-015489,ISUZU,DMAX
CLM011A1-6311-015493,ISUZU,DMAX
CLM011A1-6311-015504,ISUZU,DMAX
CLM011A1-6311-015518,ISUZU,CAB4 2.5
CLM011A1-6311-015522,HONDA,ACCORD 2.4
CLM011A1-6311-015536,ISUZU,DMAX
CLM011A1-6311-015540,ISUZU,MU-X
CLM011A1-6311-015554,ISUZU,SPARK EX
CLM011A1-6311-015568,NISSAN,MARCH
CLM011A1-6311-015572,TOYOTA,VIGO
CLM011A1-6311-015586,TOYOTA,YARIS
CLM011A1-6311-015590,TOYOTA,COMMUTER
CLM011A1-6311-015601,HONDA,CITY EXI
CLM011A1-6311-015615,ISUZU,MU-X
CLM011A1-6311-015629,NISSAN,MARCH
CLM011A1-6311-015633,ISUZU,DMAX
CLM011A1-6311-015647,ISUZU,CAB4 2.5
CLM011A1-6311-015651,NISSAN,MARCH
CLM011A1-6311-015665,ISUZU,DMAX
CLM011A1-6311-015679,TOYOTA,FORTUNER
CLM011A1-6311-015683,MITSUBISHI,MIRAGE
CLM011A1-6311-015697,FORD,RANGER
CLM011A1-6311-015708,ISUZU,DMAX
CLM011A1-6311-015712,HONDA,JAZZ
CLM011A1-6311-015726,ISUZU,DMAX
CLM011A1-6311-015730,HONDA,JAZZ
CLM011A1-6311-015744,ISUZU,DMAX
CLM011A1-6311-015758,MG,3
CLM011A1-6311-015762,HONDA,JAZZ
CLM011A1-6311-015776,TOYOTA,VIGO
CLM011A2-6312-000014,ISUZU,DMAX
CLM011A1-6311-015780,ISUZU,DMAX
CLM011A2-6312-000028,HONDA,CR-V
CLM011A1-6311-015794,ISUZU,MU-7
CLM011A2-6312-000032,TOYOTA,VIOS
CLM011A1-6311-015805,ISUZU,DMAX
CLM011A2-6312-000046,TOYOTA,VIOS
CLM011A2-6312-000050,TOYOTA,VIOS
CLM011A1-6311-015819,ISUZU,DMAX
CLM011A1-6311-015823,ISUZU,DMAX
CLM011A2-6312-000064,TOYOTA,VIOS
CLM011A1-6311-015837,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-015841,ISUZU,DMAX
CLM011A2-6312-000078,HONDA,CITY
CLM011A2-6312-000082,SUZUKI,SWIFT
CLM011A1-6311-015855,NISSAN,NAVARA
CLM011A2-6312-000096,SUZUKI,CARRY
CLM011A1-6311-015869,MAZDA,BT-50 CAB4 2500
CLM011A2-6312-000107,FORD,EVEREST
CLM011A1-6311-015873,TOYOTA,YARIS
CLM011A2-6312-000111,ISUZU,SPACECAB SLX 3.0
CLM011A1-6311-015887,ISUZU,DMAX
CLM011A2-6312-000125,PROTON,PERSONA
CLM011A1-6311-015891,ISUZU,DMAX
CLM011A1-6311-015902,ISUZU,DMAX
CLM011A2-6312-000139,TOYOTA,ALTIS
CLM011A1-6311-015916,TOYOTA,FORTUNER
CLM011A1-6311-015920,HONDA,BR-V
CLM011A1-6311-015934,ISUZU,DMAX 1.9
CLM011A1-6311-015948,NISSAN,MARCH
CLM011A1-6311-015952,TOYOTA,COMMUTER
CLM011A1-6311-015966,ISUZU,DMAX
CLM011A1-6311-015970,ISUZU,DMAX
CLM011A1-6311-015984,TOYOTA,REVO
CLM011A1-6311-015998,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-016001,ISUZU,DMAX
CLM011A1-6311-016015,TOYOTA,YARIS
CLM011A1-6311-016029,MAZDA,2
CLM011A1-6311-016033,MITSUBISHI,ATTRAGE
CLM011A1-6311-016047,MAZDA,3
CLM011A1-6311-016051,ISUZU,DMAX
CLM011A1-6311-016065,MAZDA,2
CLM011A1-6311-016079,TOYOTA,VIOS
CLM011A1-6311-016083,HONDA,CIVIC
CLM011A1-6311-016097,ISUZU,DMAX
CLM011A1-6311-016108,TOYOTA,VIOS
CLM011A1-6311-016112,ISUZU,DMAX
CLM011A1-6311-016126,ISUZU,DMAX
CLM011A1-6311-016130,ISUZU,DMAX
CLM011A1-6311-016144,NISSAN,FRONTIER
CLM011A1-6311-016158,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-016162,ISUZU,DMAX
CLM011A1-6311-016176,TOYOTA,REVO
CLM011A1-6311-016180,MITSUBISHI,ATTRAGE
CLM011A1-6311-016194,TOYOTA,REVO
CLM011A1-6311-016205,ISUZU,DMAX
CLM011A1-6311-016219,ISUZU,DMAX
CLM011A1-6311-016223,MITSUBISHI,ATTRAGE
CLM011A1-6311-016237,ISUZU,DMAX
CLM011A1-6311-016241,TOYOTA,ALTIS
CLM011A1-6311-016255,TOYOTA,VIOS
CLM011A1-6311-016269,TOYOTA,PRERUNNER
CLM011A1-6311-016273,TOYOTA,YARIS
CLM011A1-6311-016287,TOYOTA,FORTUNER
CLM011A1-6311-016291,ISUZU,DMAX
CLM011A1-6311-016302,ISUZU,DMAX 1.9
CLM011A1-6311-016316,NISSAN,ALMERA
CLM011A1-6311-016320,B.M.W.,525D
CLM011A1-6311-016334,MITSUBISHI,STRADA SINGLECAB
CLM011A1-6311-016348,ISUZU,DMAX
CLM011A1-6311-016352,ISUZU,DMAX
CLM011A1-6311-016366,TOYOTA,FORTUNER
CLM011A1-6311-016370,ISUZU,DMAX
CLM011A1-6311-016384,ISUZU,DMAX
CLM011A1-6311-016409,TOYOTA,VIOS
CLM011A1-6311-016413,ISUZU,DMAX
CLM011A1-6311-016427,HONDA,CIVIC
CLM011A1-6311-016431,ISUZU,DMAX
CLM011A1-6311-016445,ISUZU,DMAX
CLM011PN-6302-000015,TOYOTA,VIOS
CLM011A1-6311-016459,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-016463,TOYOTA,ALTIS
CLM011PN-6302-000024,TOYOTA,SOLUNA
CLM011PN-6302-000033,TOYOTA,COMMUTER
CLM011A1-6311-016477,TOYOTA,REVO
CLM011A1-6311-016481,ISUZU,DMAX
CLM011PN-6302-000042,TOYOTA,COMMUTER
CLM011PN-6302-000051,TOYOTA,COROLLA
CLM011A1-6311-016495,TOYOTA,VIGO DOUBLE CAB
CLM011PN-6302-000060,TOYOTA,VIGO
CLM011A1-6311-016506,ISUZU,DMAX
CLM011A1-6311-016510,CHEVROLET,COLORADO S-CAB
CLM011PN-6302-000079,DAIHATSU,HIJET
CLM011A1-6311-016524,ISUZU,DMAX
CLM011PN-6302-000088,VOLKSWAGEN,CARAVELLE
CLM011A1-6311-016538,MAZDA,CX-5
CLM011PN-6302-000097,MAZDA,2
CLM011A1-6311-016542,HONDA,CIVIC
CLM011PN-6302-000100,ISUZU,TFR
CLM011A1-6311-016556,ISUZU,DMAX
CLM011A1-6311-016560,MAZDA,BT-50 2500
CLM011PN-6302-000119,TOYOTA,HIACE
CLM011PN-6302-000128,MERCEDES-BENZ,C200 CLASS
CLM011A1-6311-016574,ISUZU,DMAX HI-LANDER
CLM011PN-6302-000137,TOYOTA,CORONA EXSIOR 2.0 GXI
CLM011A1-6311-016588,TOYOTA,SIENTA
CLM011PN-6302-000146,MERCEDES-BENZ,E250 CDI
CLM011A1-6311-016592,ISUZU,DMAX
CLM011PN-6302-000155,TOYOTA,COMMUTER
CLM011A1-6311-016603,NISSAN,NAVARA
CLM011PN-6302-000164,CHRYSLER,Jeep Cherokee Sport
CLM011PN-6302-000173,ISUZU,DMAX
CLM011A1-6311-016617,ISUZU,DMAX
CLM011A1-6311-016621,NISSAN,NAVARA
CLM011PN-6302-000182,ISUZU,DMAX
CLM011PN-6302-000191,TOYOTA,COMMUTER
CLM011A1-6311-016635,ISUZU,DMAX
CLM011PN-6302-000204,HONDA,CIVIC
CLM011A1-6311-016649,HONDA,CITY
CLM011A1-6311-016653,ISUZU,SPACECAB SX 2.5
CLM011PN-6302-000213,TOYOTA,ALTIS
CLM011PN-6302-000222,TOYOTA,ALTIS
CLM011A1-6311-016667,ISUZU,DMAX
CLM011A1-6311-016671,ISUZU,DMAX
CLM011PN-6302-000231,NISSAN,NAVARA
CLM011PN-6302-000240,TOYOTA,HIACE
CLM011A1-6311-016685,ISUZU,DMAX
CLM011A1-6311-016699,ISUZU,DMAX
CLM011A1-6311-016700,ISUZU,DMAX
CLM011PN-6302-000259,TOYOTA,HIACE
CLM011PN-6302-000268,TOYOTA,VIGO
CLM011A1-6311-016714,ISUZU,DMAX
CLM011PN-6302-000277,B.M.W.,730 LD
CLM011A1-6311-016728,ISUZU,DMAX
CLM011PN-6302-000286,ISUZU,DRAGONPOWER
CLM011A1-6311-016732,ISUZU,CAB4 3.0
CLM011PN-6302-000295,TOYOTA,VIGO
CLM011A1-6311-016746,TOYOTA,YARIS
CLM011A1-6311-016750,TOYOTA,COROLLA HITORQ 1.6 GXI AT
CLM011PN-6302-000308,TOYOTA,HIACE
CLM011PN-6302-000317,TOYOTA,COMMUTER
CLM011A1-6311-016764,ISUZU,DMAX
CLM011PN-6302-000326,NISSAN,FIGARO
CLM011A1-6311-016778,TOYOTA,HIACE
CLM011PN-6302-000335,TOYOTA,HIACE
CLM011A1-6311-016782,ISUZU,DMAX
CLM011PN-6302-000344,TOYOTA,VENTURY
CLM011A1-6311-016796,TOYOTA,PRIUS
CLM011PN-6302-000353,MITSUBISHI,LANCER
CLM011PN-6302-000362,TOYOTA,VIGO
CLM011A1-6311-016807,ISUZU,DMAX
CLM011A1-6311-016811,NISSAN,ALMERA
CLM011PN-6302-000371,ISUZU,DMAX
CLM011PN-6302-000380,MITSUBISHI,LANCER
CLM011A1-6311-016825,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6311-016839,TOYOTA,VIOS
CLM011PN-6302-000399,TOYOTA,COMMUTER
CLM011A1-6311-016843,ISUZU,DMAX
CLM011PN-6302-000402,TOYOTA,COMMUTER
CLM011PN-6302-000411,HONDA,CIVIC
CLM011A1-6311-016857,TOYOTA,REVO
CLM011A1-6311-016861,ISUZU,DMAX
CLM011PN-6302-000420,ISUZU,DRAGONPOWER
CLM011A1-6311-016875,HONDA,CITY
CLM011PN-6302-000439,MERCEDES-BENZ,E220
CLM011A1-6311-016889,TOYOTA,FORTUNER
CLM011PN-6302-000448,HONDA,ACCORD EXI 2.2/AT
CLM011A1-6311-016893,MITSUBISHI,TRITON SINGLECAB
CLM011PN-6302-000457,HONDA,ACCORD 2.4
CLM011A1-6311-016904,TOYOTA,REVO SMART CAB
CLM011PN-6302-000466,TOYOTA,HIACE
CLM011A1-6311-016918,ISUZU,DMAX
CLM011PN-6302-000475,NISSAN,CUBE
CLM011A1-6311-016922,HONDA,CIVIC VTEC/ AT.
CLM011PN-6302-000484,TOYOTA,HIACE
CLM011A1-6311-016936,HONDA,CIVIC
CLM011PN-6302-000493,NISSAN,SUNNY 1.6
CLM011PN-6302-000506,NISSAN,200SX
CLM011A1-6311-016954,ISUZU,DMAX
CLM011PN-6302-000515,TOYOTA,SOLUNA 1.5 XLI AT
CLM011PN-6302-000524,TOYOTA,HIACE
CLM011A1-6311-016968,ISUZU,DMAX 1.9
CLM011A1-6311-016972,ISUZU,DMAX
CLM011PN-6302-000533,TOYOTA,COROLLA
CLM011PN-6302-000542,HONDA,CIVIC 1.8 E I-VTEC 4DOORS
CLM011A1-6311-016986,ISUZU,DMAX
CLM011A1-6311-016990,TOYOTA,VIGO
CLM011PN-6302-000551,HONDA,CIVIC
CLM011A1-6311-017003,TOYOTA,ALTIS
CLM011PN-6302-000560,NISSAN,URVAN
CLM011A1-6311-017017,ISUZU,DMAX
CLM011A1-6311-017021,ISUZU,DMAX
CLM011PN-6302-000579,HONDA,CIVIC
CLM011PN-6302-000588,MITSUBISHI,LANCER
CLM011A1-6311-017035,TOYOTA,COROLLA
CLM011PN-6302-000597,TOYOTA,HIACE
CLM011PN-6302-000600,HONDA,ACCORD
CLM011A1-6311-017049,TOYOTA,REVO
CLM011A1-6311-017053,TOYOTA,VIGO
CLM011A1-6311-017067,NISSAN,ALMERA
CLM011A1-6311-017071,MITSUBISHI,PAJERO SPORT
CLM011A1-6311-017085,HONDA,CITY
CLM011A1-6311-017099,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-017100,HONDA,FREED
CLM011A1-6311-017114,ISUZU,DMAX
CLM011A1-6311-017128,HONDA,CIVIC SI
CLM011A1-6311-017132,ISUZU,DMAX
CLM011A1-6311-017146,MG,3
CLM011A1-6311-017150,ISUZU,DMAX
CLM011A1-6311-017164,ISUZU,DMAX 1.9
CLM011A1-6311-017178,ISUZU,DMAX
CLM011A1-6311-017182,NISSAN,NOTE
CLM011A1-6311-017196,ISUZU,DMAX
CLM011A1-6311-017207,HONDA,CR-V
CLM011A1-6311-017211,ISUZU,DMAX HI-LANDER
CLM011A1-6311-017225,NISSAN,NOTE
CLM011A1-6311-017239,ISUZU,DMAX
CLM011A1-6311-017243,ISUZU,DMAX
CLM011A1-6311-017257,ISUZU,DMAX
CLM011A1-6311-017261,ISUZU,DMAX
CLM011A1-6311-017275,FORD,RANGER XLT
CLM011A1-6311-017289,ISUZU,MU-X
CLM011A1-6311-017293,ISUZU,DMAX
CLM011A1-6311-017304,ISUZU,DMAX
CLM011A1-6311-017318,TOYOTA,HILUX Diesel
CLM011A1-6311-017322,HONDA,CIVIC
CLM011A1-6311-017336,TOYOTA,VIGO
CLM011A1-6311-017340,TOYOTA,FORTUNER
CLM011A1-6311-017354,NISSAN,ALMERA
CLM011A1-6311-017368,HONDA,CITY
CLM011A1-6311-017372,ISUZU,DMAX
CLM011A1-6311-017386,TOYOTA,VIOS
CLM011A1-6311-017390,MITSUBISHI,ATTRAGE
CLM011A1-6311-017401,ISUZU,PICKUP
CLM011A1-6311-017415,ISUZU,DMAX
CLM011A1-6311-017429,MITSUBISHI,MIRAGE
CLM011A1-6311-017433,ISUZU,DMAX
CLM011A1-6311-017447,MAZDA,2
CLM011A1-6311-017451,ISUZU,DMAX
CLM011A1-6311-017465,ISUZU,DMAX
CLM011A1-6311-017479,PROTON,EXORA
CLM011A1-6311-017483,TOYOTA,VIOS
CLM011A1-6311-017497,ISUZU,DMAX
CLM011A1-6311-017508,ISUZU,DMAX
CLM011A1-6311-017512,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6311-017526,ISUZU,DMAX HI-LANDER
CLM011A1-6311-017530,TOYOTA,ALTIS
CLM011A1-6311-017544,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6311-017558,ISUZU,DMAX 1.9
CLM011A1-6311-017562,ISUZU,DMAX
CLM011A1-6311-017576,ISUZU,DMAX
CLM011A1-6311-017580,ISUZU,DMAX
CLM011A1-6311-017594,NISSAN,ALMERA
CLM011A1-6311-017605,TOYOTA,VIGO
CLM011A1-6311-017619,ISUZU,DMAX
CLM011A1-6311-017623,HONDA,CIVIC VTI -E/ AT.
CLM0113W-6309-000013,MITSUBISHI,MIRAGE
CLM0112W-6304-000015,ISUZU,DMAX
CLM0112W-6304-000029,TOYOTA,VIOS
CLM0112W-6304-000033,TOYOTA,VIGO
CLM0112W-6304-000047,TOYOTA,VIOS
CLM0112W-6304-000051,NISSAN,ALMERA
CLM0112W-6304-000065,ISUZU,DMAX
CLM0112W-6304-000079,TOYOTA,SOLUNA
CLM0112W-6304-000083,TOYOTA,ALTIS
CLM0112W-6304-000097,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-000108,PORSCHE,PANAMERA WHITE DIESEL
CLM0112W-6304-000112,TOYOTA,VIGO
CLM0112W-6304-000126,HONDA,CIVIC
CLM0112W-6304-000130,HONDA,CIVIC
CLM0112W-6304-000144,FORD,FIESTA
CLM0112W-6304-000158,MITSUBISHI,PICK UP
CLM0112W-6304-000162,ISUZU,DMAX
CLM0112W-6304-000176,ISUZU,SPACECAB SL
CLM0112W-6304-000180,TOYOTA,COMMUTER
CLM0112W-6304-000194,TOYOTA,COROLLA
CLM0112W-6304-000205,TOYOTA,REVO
CLM0112W-6304-000219,HONDA,CR-V
CLM0112W-6304-000223,HONDA,HR-V
CLM0112W-6304-000237,HONDA,CIVIC
CLM0112W-6304-000241,MAZDA,2
CLM0112W-6304-000255,HONDA,CITY
CLM0112W-6304-000269,TOYOTA,SOLUNA
CLM0112W-6304-000273,TOYOTA,HILUX Diesel
CLM0112W-6304-000287,ISUZU,DMAX
CLM0112W-6304-000291,TOYOTA,SOLUNA
CLM0112W-6304-000302,HONDA,STREAM
CLM0112W-6304-000316,ISUZU,DMAX
CLM0112W-6304-000320,VOLVO,V70 AT
CLM0112W-6304-000334,TOYOTA,VIGO
CLM0112W-6304-000348,HONDA,CITY EXI
CLM0112W-6304-000352,TOYOTA,VIGO
CLM0112W-6304-000366,HONDA,ACCORD EXI 2.3/AT.
CLM0112W-6304-000370,TOYOTA,ALTIS
CLM0112W-6304-000384,HONDA,CIVIC
CLM0112W-6304-000398,TOYOTA,VIOS
CLM0112W-6304-000409,HONDA,CIVIC VTI-L/ AT.
CLM0112W-6304-000427,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-000431,MITSUBISHI,MIRAGE
CLM0112W-6304-000445,ISUZU,DMAX
CLM0112W-6304-000459,CHEVROLET,COLORADO C-CAB
CLM0112W-6304-000463,NISSAN,MARCH
CLM0112W-6304-000477,ISUZU,DMAX
CLM0112W-6304-000481,TOYOTA,REVO
CLM0112W-6304-000495,MITSUBISHI,SPACE WAGON TWOTONE
CLM0112W-6304-000506,ISUZU,DMAX
CLM0112W-6304-000510,TOYOTA,REVO
