ClaimNbr,CarBrandCode,CarModel
CLM0112W-6304-000524,FORD,RANGER
CLM0112W-6304-000538,ISUZU,DMAX
CLM0112W-6304-000542,TOYOTA,VIGO Smart Cab
CLM0112W-6304-000556,TOYOTA,VIGO
CLM0112W-6304-000560,MERCEDES-BENZ,E280
CLM0112W-6304-000574,ISUZU,DMAX
CLM0112W-6304-000588,TOYOTA,AVANZA
CLM0112W-6304-000592,CHEVROLET,COLORADO X-CAB
CLM0112W-6304-000603,ISUZU,DMAX
CLM0112W-6304-000621,ISUZU,SPACECAB SLX 2.5
CLM0112W-6304-000635,TOYOTA,REVO
CLM0112W-6304-000649,MERCEDES-BENZ,C200 CLASS
CLM0112W-6304-000653,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-000667,ISUZU,MU-X
CLM0112W-6304-000671,MITSUBISHI,PAJERO SPORT
CLM0112W-6304-000685,TOYOTA,VIGO
CLM0112W-6304-000699,TOYOTA,VIGO
CLM0112W-6304-000700,TOYOTA,LAND CRUISER
CLM0112W-6304-000714,TOYOTA,REVO
CLM0112W-6304-000732,HONDA,CITY
CLM0112W-6304-000746,TOYOTA,TIGER
CLM0112W-6304-000750,ISUZU,DMAX
CLM0112W-6304-000764,TOYOTA,VIGO
CLM0112W-6304-000778,MAZDA,2
CLM0112W-6304-000782,ISUZU,DMAX
CLM0112W-6304-000796,TOYOTA,COROLLA HITORQ 1.6 GXI
CLM0112W-6304-000807,TOYOTA,CAMRY
CLM0112W-6304-000811,TOYOTA,REVO DOUBLE CAB
CLM0112W-6304-000825,ISUZU,SPACECAB
CLM0112W-6304-000839,TATA,XENON X-TEND CAB
CLM0112W-6304-000843,TOYOTA,REVO
CLM0112W-6304-000857,FORD,FIESTA
CLM0112W-6304-000861,HONDA,CITY
CLM0112W-6304-000875,ISUZU,DMAX
CLM0112W-6304-000889,MERCEDES-BENZ,C220 ELEGANCE/AT
CLM0112W-6304-000893,TOYOTA,VIGO DOUBLE CAB
CLM0112W-6304-000904,VOLKSWAGEN,CARAVELLE
CLM0112W-6304-000918,NISSAN,NAVARA
CLM0112W-6304-000922,MITSUBISHI,STRADA DOUBLR CAB
CLM0112W-6304-000936,TOYOTA,VIGO
CLM0112W-6304-000940,MERCEDES-BENZ,C230
CLM0112W-6304-000954,TOYOTA,VIOS
CLM0112W-6304-000968,TOYOTA,VIOS
CLM0112W-6304-000972,TOYOTA,REVO
CLM0112W-6304-000986,NISSAN,MARCH
CLM0112W-6304-000990,HONDA,CITY
CLM0112W-6304-001003,TOYOTA,SUPRA
CLM0112W-6304-001017,ISUZU,DMAX
CLM0112W-6304-001021,NISSAN,CUBE
CLM0112W-6304-001035,ISUZU,DMAX
CLM0112W-6304-001049,FORD,FIESTA
CLM0112W-6304-001053,TOYOTA,FORTUNER
CLM0112W-6304-001067,TOYOTA,YARIS
CLM0112W-6304-001071,MAZDA,RX8
CLM0112W-6304-001085,CHEVROLET,COLORADO C-CAB
CLM0112W-6304-001099,TOYOTA,VIGO
CLM0112W-6304-001100,TOYOTA,REVO
CLM0112W-6304-001114,TOYOTA,VIGO
CLM0112W-6304-001128,B.M.W.,740iA L AT
CLM0112W-6304-001132,MERCEDES-BENZ,E230 EL
CLM0112W-6304-001146,ISUZU,TFR
CLM0112W-6304-001150,ISUZU,DMAX
CLM0112W-6304-001164,TOYOTA,VIGO
CLM0112W-6304-001178,NISSAN,NAVARA
CLM0112W-6304-001182,CHEVROLET,CAPTIVA
CLM0112W-6304-001196,TOYOTA,REVO
CLM0112W-6304-001207,TOYOTA,REVO
CLM0112W-6304-001211,SUZUKI,VITARA
CLM0112W-6304-001225,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-001239,ISUZU,DMAX
CLM0112W-6304-001243,MERCEDES-BENZ,S500 L/AT
CLM0112W-6304-001257,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-001261,TOYOTA,VIGO
CLM0112W-6304-001275,ISUZU,TRUCK
CLM0112W-6304-001289,MAZDA,BT-50 2500
CLM0112W-6304-001293,HONDA,CITY
CLM0112W-6304-001304,NISSAN,NAVARA
CLM0112W-6304-001318,B.M.W.,316i
CLM0112W-6304-001322,MITSUBISHI,TRITON SINGLECAB
CLM0112W-6304-001336,TOYOTA,VIOS
CLM0112W-6304-001340,ISUZU,MU-7
CLM0112W-6304-001354,VOLVO,XC90
CLM0112W-6304-001368,TOYOTA,VIGO
CLM0112W-6304-001372,MERCEDES-BENZ,SLK250
CLM0112W-6304-001386,HONDA,CR-V
CLM0112W-6304-001390,TOYOTA,VIOS
CLM0112W-6304-001401,MITSUBISHI,TRITON SINGLECAB
CLM0112W-6304-001415,TOYOTA,FORTUNER
CLM0112W-6304-001429,TOYOTA,ALTIS
CLM0112W-6304-001433,TOYOTA,INNOVA
CLM0112W-6304-001447,TOYOTA,ALTIS
CLM0112W-6304-001451,HONDA,BRIO AMAZE
CLM0112W-6304-001465,NISSAN,NAVARA
CLM0112W-6304-001479,TOYOTA,VIGO
CLM0112W-6304-001483,TOYOTA,REVO
CLM0112W-6304-001497,SUZUKI,ERTIGA
CLM0112W-6304-001508,ISUZU,DMAX
CLM0112W-6304-001512,FORD,ECOSPORT
CLM0112W-6304-001526,TOYOTA,REVO
CLM0112W-6304-001530,TOYOTA,HIACE
CLM0112W-6304-001544,ISUZU,DMAX
CLM0112W-6304-001558,TOYOTA,VIGO
CLM0112W-6304-001562,ISUZU,DMAX
CLM0112W-6304-001576,TOYOTA,VIOS
CLM0112W-6304-001580,ISUZU,DMAX
CLM0112W-6304-001594,MAZDA,3
CLM0112W-6304-001605,NISSAN,TEANA
CLM0112W-6304-001619,B.M.W.,318i
CLM0112W-6304-001623,NISSAN,CEFIRO
CLM0112W-6304-001637,HONDA,CIVIC
CLM0112W-6304-001641,TOYOTA,VIGO
CLM0112W-6304-001655,MITSUBISHI,STRADA MEGA CAB
CLM0112W-6304-001669,TOYOTA,CAMRY ABS 2.2
CLM0112W-6304-001673,PORSCHE,CAYENNE
CLM0112W-6304-001687,FORD,EVEREST
CLM0112W-6304-001691,MG,5
CLM0112W-6304-001702,MERCEDES-BENZ,C230
CLM0112W-6304-001716,NISSAN,MARCH
CLM0112W-6304-001720,ISUZU,DMAX
CLM0112W-6304-001734,TOYOTA,REVO
CLM0112W-6304-001748,VOLKSWAGEN,CARAVELLE
CLM0112W-6304-001752,TOYOTA,VIGO
CLM0112W-6304-001766,TOYOTA,VIGO
CLM0112W-6304-001770,MINI,COOPER
CLM0112W-6304-001784,TOYOTA,ALTIS
CLM0112W-6304-001798,TOYOTA,REVO
CLM0112W-6304-001809,MITSUBISHI,GALANT GLSI
CLM0112W-6304-001813,TOYOTA,ALTIS
CLM0112W-6304-001827,MERCEDES-BENZ,E250 CGI
CLM0112W-6304-001831,ISUZU,DMAX
CLM0112W-6304-001845,TOYOTA,REVO STANDARD CAB
CLM0112W-6304-001859,TOYOTA,VIGO
CLM0112W-6304-001863,TOYOTA,TIGER
CLM0112W-6304-001877,TOYOTA,ALTIS
CLM0112W-6304-001881,KIA,K2500
CLM0112W-6304-001895,TATA,GIANT
CLM0112W-6304-001906,CITROEN,C 5
CLM0112W-6304-001910,MAZDA,BT-50 2500
CLM0112W-6304-001924,HONDA,CITY
CLM0112W-6304-001938,TOYOTA,REVO
CLM0112W-6304-001942,TOYOTA,ALTIS
CLM0112W-6304-001956,NISSAN,NAVARA
CLM0112W-6304-001960,TOYOTA,VIGO
CLM0112W-6304-001974,ISUZU,DMAX HI-LANDER
CLM0112W-6304-001988,TOYOTA,TIGER
CLM0112W-6304-001992,SUZUKI,CARRY
CLM0112W-6304-002005,ISUZU,DMAX
CLM0112W-6304-002019,TOYOTA,VIGO
CLM0112W-6304-002023,TOYOTA,ALTIS
CLM0112W-6304-002037,TOYOTA,REVO
CLM0112W-6304-002041,TOYOTA,YARIS
CLM0112W-6304-002055,TOYOTA,SOLUNA
CLM0112W-6304-002069,TOYOTA,HIACE
CLM0112W-6304-002073,SUZUKI,SWIFT
CLM0112W-6304-002087,TOYOTA,HILUX Diesel
CLM0112W-6304-002091,B.M.W.,525i
CLM0112W-6304-002102,TOYOTA,REVO
CLM0112W-6304-002116,ISUZU,DMAX
CLM0112W-6304-002120,TOYOTA,ESTIMA
CLM0112W-6304-002134,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-002148,VOLVO,940 GLE
CLM0112W-6304-002152,NISSAN,FRONTIER
CLM0112W-6304-002166,HONDA,ACCORD LXI 2.0
CLM0112W-6304-002170,MITSUBISHI,TRITON MEGA CAB
CLM0112W-6304-002184,NISSAN,NOTE
CLM0112W-6304-002198,NISSAN,BIG M KINGCAB NEW
CLM0112W-6304-002209,ISUZU,DMAX
CLM0112W-6304-002213,HONDA,ACCORD 2.4 EL
CLM0112W-6304-002227,ISUZU,DMAX
CLM0112W-6304-002231,HONDA,CITY
CLM0112W-6304-002245,TOYOTA,COROLLA
CLM0112W-6304-002259,NISSAN,TEANA
CLM0112W-6304-002263,TOYOTA,VIGO
CLM0112W-6304-002277,MAZDA,BT-50 2500
CLM0112K-6302-000015,ISUZU,DMAX
CLM0112K-6302-000029,TOYOTA,CAMRY
CLM0112K-6302-000033,TOYOTA,VIOS
CLM0112K-6302-000047,TOYOTA,VIGO
CLM0112K-6302-000051,TOYOTA,VIOS
CLM0112K-6302-000065,TOYOTA,VIOS
CLM011VY-6303-000012,HONDA,CIVIC EX/ AT.
CLM011A1-6306-000013,ISUZU,DMAX
CLM011A1-6306-000027,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-000031,CHEVROLET,OPTRA 1.6
CLM011A1-6306-000045,HONDA,JAZZ
CLM011A1-6306-000059,ISUZU,DMAX
CLM011A1-6306-000063,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-000077,ISUZU,CAB4 3.0
CLM011A1-6306-000081,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-000095,MASERATI,GHIBLI
CLM011A1-6306-000106,TOYOTA,REVO SMART CAB
CLM011A1-6306-000110,TOYOTA,VIOS
CLM011A1-6306-000124,ISUZU,DMAX
CLM011A1-6306-000138,TOYOTA,YARIS 1.5E A
CLM011A1-6306-000142,TOYOTA,ALTIS
CLM011A1-6306-000156,HONDA,BR-V
CLM011A1-6306-000160,FORD,FIESTA
CLM011A1-6306-000174,TOYOTA,VIGO
CLM011A1-6306-000188,ISUZU,DMAX
CLM011A1-6306-000192,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-000203,HONDA,CITY
CLM011A1-6306-000217,TOYOTA,HIACE
CLM011A1-6306-000221,ISUZU,DMAX HI-LANDER
CLM011A1-6306-000235,TOYOTA,YARIS
CLM011A1-6306-000249,ISUZU,DMAX
CLM011A1-6306-000253,ISUZU,DMAX
CLM011A1-6306-000267,TOYOTA,ALTIS
CLM011A1-6306-000271,ISUZU,DMAX
CLM011A1-6306-000285,ISUZU,DMAX
CLM011A1-6306-000299,ISUZU,MU-X
CLM011A1-6306-000300,ISUZU,SPARK EX
CLM011A1-6306-000314,HONDA,CITY
CLM011A1-6306-000328,ISUZU,DMAX
CLM011A1-6306-000332,HONDA,JAZZ
CLM011A1-6306-000346,ISUZU,CAB4 2.5
CLM011A1-6306-000350,ISUZU,DMAX
CLM011A1-6306-000364,HONDA,JAZZ
CLM011A1-6306-000378,NISSAN,NAVARA
CLM011A1-6306-000382,NISSAN,ALMERA
CLM011A1-6306-000396,FORD,RANGER
CLM011A1-6306-000407,NISSAN,ALMERA
CLM011A1-6306-000411,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-000425,ISUZU,DMAX
CLM011A1-6306-000439,ISUZU,DMAX
CLM011A1-6306-000443,NISSAN,NAVARA
CLM011A1-6306-000457,ISUZU,DMAX
CLM011A1-6306-000461,ISUZU,CAB4 2.5
CLM011A1-6306-000475,ISUZU,DMAX
CLM011A1-6306-000489,HONDA,CIVIC
CLM011A1-6306-000493,ISUZU,DMAX
CLM011A1-6306-000504,ISUZU,DMAX
CLM011A1-6306-000518,ISUZU,DMAX
CLM011A1-6306-000522,ISUZU,DMAX
CLM011A1-6306-000536,MAZDA,2
CLM011A1-6306-000540,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-000554,NISSAN,NOTE
CLM011A1-6306-000568,ISUZU,DMAX
CLM011A1-6306-000572,ISUZU,DMAX
CLM011A1-6306-000586,ISUZU,MU-7
CLM011A1-6306-000590,HONDA,BRIO
CLM011A1-6306-000601,TOYOTA,VIOS
CLM011A1-6306-000615,HONDA,CIVIC EX/ AT.
CLM011A1-6306-000629,ISUZU,DMAX
CLM011A1-6306-000633,ISUZU,DMAX
CLM011A1-6306-000647,MG,3
CLM011A1-6306-000651,ISUZU,DMAX
CLM011A1-6306-000665,ISUZU,DMAX
CLM011A1-6306-000679,TOYOTA,VIGO
CLM011A1-6306-000683,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-000697,ISUZU,DMAX
CLM011A1-6306-000708,HONDA,CR-V
CLM011A1-6306-000712,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-000726,ISUZU,DMAX
CLM011A1-6306-000730,NISSAN,FRONTIER
CLM011A1-6306-000744,TUK TUK FACTORY,-
CLM011A1-6306-000758,FORD,ECOSPORT
CLM011A1-6306-000762,NISSAN,TIIDA 1.8
CLM011A1-6306-000776,ISUZU,DMAX
CLM011A1-6306-000780,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-000794,ISUZU,DMAX
CLM011A1-6306-000805,MITSUBISHI,TRITON SINGLECAB
CLM011A1-6306-000819,HONDA,CITY
CLM011A1-6306-000823,ISUZU,MU-X
CLM011A1-6306-000837,ISUZU,V-CROSS
CLM011A1-6306-000841,ISUZU,DMAX
CLM011A1-6306-000855,TOYOTA,FORTUNER
CLM011A1-6306-000869,FORD,FIESTA
CLM011A1-6306-000873,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-000887,MITSUBISHI,ATTRAGE
CLM011A1-6306-000891,ISUZU,DMAX
CLM011A1-6306-000902,ISUZU,DMAX
CLM011A1-6306-000916,TOYOTA,VIOS
CLM011A1-6306-000920,ISUZU,DMAX
CLM011A1-6306-000934,ISUZU,DMAX
CLM011A1-6306-000948,ISUZU,DMAX
CLM011A1-6306-000952,ISUZU,DMAX
CLM011A1-6306-000966,TOYOTA,ALTIS
CLM011A1-6306-000970,ISUZU,CAB4 3.0
CLM011A1-6306-000984,ISUZU,DMAX
CLM011A1-6306-000998,TOYOTA,VIGO
CLM011A1-6306-001001,FOMM,Concept One
CLM011A1-6306-001015,MITSUBISHI,PAJERO SPORT
CLM011A1-6306-001029,ISUZU,DMAX
CLM011A1-6306-001033,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-001047,TOYOTA,COMMUTER
CLM011A1-6306-001051,MAZDA,2
CLM011A1-6306-001065,ISUZU,DMAX
CLM011A1-6306-001079,ISUZU,DMAX
CLM011A1-6306-001083,ISUZU,DMAX HI-LANDER
CLM011A1-6306-001097,ISUZU,DMAX
CLM011A1-6306-001108,NISSAN,ALMERA
CLM011A1-6306-001112,TOYOTA,YARIS
CLM011A1-6306-001126,ISUZU,DMAX
CLM011A1-6306-001130,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-001144,ISUZU,SPACECAB SLX 2.5
CLM011A1-6306-001158,HONDA,CIVIC
CLM011A1-6306-001162,TOYOTA,SOLUNA 1.5 XLI AT
CLM011A1-6306-001176,TOYOTA,VIGO
CLM011A1-6306-001180,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-001194,TOYOTA,CAMRY
CLM011A1-6306-001205,TOYOTA,FORTUNER
CLM011A1-6306-001219,ISUZU,DMAX
CLM011A1-6306-001223,ISUZU,V-CROSS
CLM011A1-6306-001237,MAZDA,BT-50 2200
CLM011A1-6306-001241,ISUZU,DMAX
CLM011A1-6306-001255,NISSAN,NAVARA
CLM011A1-6306-001269,ISUZU,DMAX
CLM011A1-6306-001273,HONDA,CIVIC
CLM011A1-6306-001287,ISUZU,DMAX
CLM011A1-6306-001291,ISUZU,DMAX
CLM011A1-6306-001302,PROTON,EXORA
CLM011A1-6306-001316,ISUZU,DMAX
CLM011A1-6306-001320,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-001334,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-001348,TOYOTA,ALTIS
CLM011A1-6306-001352,ISUZU,DMAX
CLM011A1-6306-001366,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-001370,TOYOTA,VIGO Extra Cab
CLM011A1-6306-001384,MERCEDES-BENZ,C230
CLM011A1-6306-001398,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-001409,MITSUBISHI,TRITON SINGLECAB
CLM011A1-6306-001413,FORD,RANGER
CLM011A1-6306-001427,FORD,FIESTA
CLM011A1-6306-001431,ISUZU,DMAX
CLM011A1-6306-001445,ISUZU,DMAX
CLM011A1-6306-001459,ISUZU,DMAX
CLM011A1-6306-001463,HONDA,CIVIC
CLM011A1-6306-001477,FORD,RANGER
CLM011A1-6306-001481,ISUZU,DMAX
CLM011A1-6306-001495,ISUZU,DMAX
CLM011A1-6306-001506,TOYOTA,YARIS
CLM011A1-6306-001510,NISSAN,ALMERA
CLM011A1-6306-001524,HONDA,JAZZ
CLM011A1-6306-001538,ISUZU,DMAX
CLM011A1-6306-001542,TOYOTA,YARIS
CLM011A1-6306-001556,ISUZU,DMAX
CLM011A1-6306-001560,ISUZU,DMAX
CLM011A1-6306-001574,ISUZU,DMAX
CLM011A1-6306-001588,ISUZU,DMAX HI-LANDER
CLM011A1-6306-001592,ISUZU,DMAX
CLM011A1-6306-001603,TOYOTA,VIOS
CLM011A1-6306-001617,SUZUKI,SWIFT
CLM011A1-6306-001621,TOYOTA,VIOS
CLM011A1-6306-001635,TOYOTA,COMMUTER
CLM011A1-6306-001649,NISSAN,NAVARA
CLM011A1-6306-001653,ISUZU,DMAX
CLM011A1-6306-001667,NISSAN,SYLPHY
CLM011A1-6306-001671,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-001685,ISUZU,DMAX
CLM011A1-6306-001699,ISUZU,DMAX
CLM011A1-6306-001700,ISUZU,MU-X
CLM011A1-6306-001714,ISUZU,DMAX
CLM011A1-6306-001728,MITSUBISHI,MIRAGE
CLM011A1-6306-001732,HONDA,CIVIC
CLM011A1-6306-001746,TOYOTA,VIGO
CLM011A1-6306-001750,TOYOTA,VIGO
CLM011A1-6306-001764,TOYOTA,HIACE
CLM011A1-6306-001778,NISSAN,NAVARA
CLM011A1-6306-001782,ISUZU,DMAX
CLM011A1-6306-001796,ISUZU,DMAX
CLM011A1-6306-001807,NISSAN,TEANA
CLM011A1-6306-001811,ISUZU,DMAX
CLM011A1-6306-001825,ISUZU,DMAX
CLM011A1-6306-001839,TOYOTA,INNOVA
CLM011A1-6306-001843,ISUZU,CAB4 2.5
CLM011A1-6306-001857,ISUZU,DMAX
CLM011A1-6306-001861,ISUZU,DMAX
CLM011A1-6306-001875,TOYOTA,VIOS
CLM011A1-6306-001889,CHEVROLET,COLORADO S-CAB
CLM011A1-6306-001893,TOYOTA,COMMUTER
CLM011A1-6306-001904,ISUZU,CAB4 3.0
CLM011A1-6306-001918,TOYOTA,SOLUNA
CLM011A1-6306-001922,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-001936,TOYOTA,VIGO
CLM011A1-6306-001940,ISUZU,DMAX
CLM011A1-6306-001954,TOYOTA,PRERUNNER
CLM011A1-6306-001968,TOYOTA,VIOS
CLM011A1-6306-001972,HONDA,CITY LIMITED LXI
CLM011A1-6306-001986,ISUZU,DMAX
CLM011A1-6306-001990,ISUZU,DMAX
CLM011A1-6306-002003,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-002017,ISUZU,DMAX
CLM011A1-6306-002021,ISUZU,DMAX
CLM011A1-6306-002035,ISUZU,MU-X
CLM011A1-6306-002049,ISUZU,DMAX
CLM011A1-6306-002053,HONDA,HR-V
CLM011A1-6306-002067,ISUZU,DMAX
CLM011A1-6306-002085,ISUZU,DMAX
CLM011A1-6306-002099,NISSAN,NAVARA
CLM011A1-6306-002100,ISUZU,DMAX
CLM011A1-6306-002114,TOYOTA,FORTUNER
CLM011A1-6306-002128,ISUZU,MU-7
CLM011A1-6306-002132,TOYOTA,VIGO
CLM011A1-6306-002146,NISSAN,SYLPHY
CLM011A1-6306-002150,ISUZU,DMAX
CLM011A1-6306-002164,ISUZU,CAB4 2.5
CLM011A1-6306-002178,FORD,FOCUS
CLM011A1-6306-002182,FORD,RANGER
CLM011A1-6306-002196,ISUZU,DMAX
CLM011A1-6306-002207,ISUZU,DMAX
CLM011A1-6306-002211,NISSAN,MARCH
CLM011A1-6306-002225,ISUZU,DMAX
CLM011A1-6306-002239,ISUZU,DMAX
CLM011A1-6306-002243,SUZUKI,CIAZ
CLM011A1-6306-002257,ISUZU,DMAX
CLM011A1-6306-002261,TOYOTA,VIOS
CLM011A1-6306-002275,ISUZU,DMAX
CLM011A1-6306-002289,NISSAN,ALMERA
CLM011A1-6306-002293,ISUZU,DMAX
CLM011A1-6306-002304,NISSAN,ALMERA
CLM011A1-6306-002318,ISUZU,DMAX
CLM011A1-6306-002322,NISSAN,NAVARA
CLM011A1-6306-002336,ISUZU,DMAX
CLM011A1-6306-002340,ISUZU,DMAX HI-LANDER
CLM011A1-6306-002354,TOYOTA,VIOS
CLM011A1-6306-002368,TOYOTA,ALTIS
CLM011A1-6306-002372,HONDA,CR-V
CLM011A1-6306-002386,HONDA,JAZZ
CLM011A1-6306-002390,TOYOTA,COMMUTER
CLM011A1-6306-002401,ISUZU,DMAX 1.9
CLM011A1-6306-002415,HONDA,CITY
CLM011A1-6306-002429,MITSUBISHI,ATTRAGE
CLM011A1-6306-002433,ISUZU,DMAX
CLM011A1-6306-002447,ISUZU,DMAX
CLM011A1-6306-002451,ISUZU,DMAX
CLM011A1-6306-002465,NISSAN,ALMERA
CLM011A1-6306-002479,ISUZU,DMAX
CLM011A1-6306-002483,ISUZU,DMAX
CLM011A1-6306-002497,FORD,RANGER XLT 4WD.
CLM011A1-6306-002508,TOYOTA,INNOVA
CLM011A1-6306-002512,NISSAN,ALMERA
CLM011A1-6306-002526,ISUZU,DMAX
CLM011A1-6306-002530,ISUZU,DMAX
CLM011A1-6306-002558,ISUZU,DMAX
CLM011A1-6306-002562,ISUZU,DMAX
CLM011A1-6306-002576,ISUZU,DMAX
CLM011A1-6306-002580,TOYOTA,REVO
CLM011A1-6306-002594,ISUZU,DMAX
CLM011A1-6306-002605,ISUZU,DMAX
CLM011A1-6306-002619,ISUZU,DMAX
CLM011A1-6306-002623,MAZDA,BT-50
CLM011A1-6306-002637,CHEVROLET,COLORADO C-CAB
CLM011A1-6306-002641,HONDA,CITY DI
CLM011A1-6306-002655,ISUZU,DMAX
CLM011A1-6306-002669,ISUZU,DMAX
CLM011A1-6306-002673,ISUZU,DMAX
CLM011A1-6306-002687,ISUZU,DMAX
CLM011A1-6306-002691,TOYOTA,REVO
CLM011A1-6306-002702,HONDA,JAZZ
CLM011A1-6306-002716,NISSAN,FRONTIER
CLM011A1-6306-002720,TOYOTA,VIGO
CLM011A1-6306-002734,TOYOTA,YARIS 1.5G A
CLM011A1-6306-002748,TOYOTA,FORTUNER
CLM011A1-6306-002752,HONDA,CR-V
CLM011A1-6306-002766,ISUZU,DMAX
CLM011A1-6306-002770,TOYOTA,VIGO
CLM011A1-6306-002784,TOYOTA,AVANZA
CLM011A1-6306-002798,CHEVROLET,COLORADO X-CAB
CLM011A1-6306-002809,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-002813,ISUZU,DMAX
CLM011A1-6306-002827,ISUZU,DMAX
CLM011A1-6306-002831,MAZDA,BT-50 2500
CLM011A1-6306-002845,TOYOTA,CAMRY
CLM011A1-6306-002859,TOYOTA,FORTUNER
CLM011A1-6306-002863,TOYOTA,INNOVA
CLM011A1-6306-002877,MAZDA,BT-50 2200
CLM011A1-6306-002881,ISUZU,DMAX 1.9
CLM011A1-6306-002895,TOYOTA,YARIS
CLM011A1-6306-002906,MITSUBISHI,PAJERO SPORT
CLM011A1-6306-002910,NISSAN,NAVARA
CLM011A1-6306-002924,ISUZU,DMAX
CLM011A1-6306-002938,ISUZU,DMAX
CLM011A1-6306-002942,ISUZU,DMAX
CLM011A1-6306-002956,ISUZU,DMAX
CLM011A1-6306-002960,ISUZU,DMAX
CLM011A1-6306-002974,ISUZU,DMAX
CLM011A1-6306-002988,ISUZU,DMAX
CLM011A1-6306-002992,ISUZU,CAB4 2.5
CLM011A1-6306-003005,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-003019,MITSUBISHI,MIRAGE
CLM011A1-6306-003023,ISUZU,DMAX
CLM011A1-6306-003037,ISUZU,DMAX
CLM011A1-6306-003041,ISUZU,CAB4 2.5
CLM011A1-6306-003055,HONDA,CITY
CLM011A1-6306-003069,FORD,RANGER
CLM011A1-6306-003073,HONDA,CITY
CLM011A1-6306-003087,ISUZU,DMAX
CLM011A1-6306-003091,ISUZU,DMAX
CLM011A1-6306-003102,TOYOTA,COMMUTER
CLM011A1-6306-003116,ISUZU,DMAX
CLM011A1-6306-003120,TOYOTA,VIGO
CLM011A1-6306-003134,ISUZU,DMAX
CLM011A1-6306-003148,ISUZU,DMAX
CLM011A1-6306-003152,FORD,FIESTA
CLM011A1-6306-003166,ISUZU,DMAX
CLM011A1-6306-003170,ISUZU,DMAX
CLM011A1-6306-003184,ISUZU,DMAX
CLM011A1-6306-003198,ISUZU,DMAX
CLM011A1-6306-003209,TOYOTA,VIGO
CLM011A1-6306-003213,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6306-003227,TOYOTA,VIOS
CLM011A1-6306-003231,ISUZU,DMAX
CLM011A1-6306-003245,ISUZU,DMAX
CLM011A1-6306-003259,ISUZU,DMAX
CLM011A1-6306-003263,NISSAN,MARCH
CLM011A1-6306-003277,HONDA,CIVIC
CLM011A1-6306-003281,ISUZU,DMAX
CLM011A1-6306-003295,ISUZU,DMAX
CLM011A1-6306-003306,ISUZU,DMAX
CLM011A1-6306-003310,MITSUBISHI,ATTRAGE
CLM011A1-6306-003324,HONDA,CIVIC VTI-E
CLM011A1-6306-003338,MITSUBISHI,MIRAGE
CLM011A1-6306-003342,NISSAN,ALMERA
CLM011A1-6306-003356,HONDA,JAZZ
CLM011A1-6306-003360,ISUZU,DMAX
CLM011A1-6306-003374,HONDA,ACCORD
CLM011A1-6306-003388,ISUZU,DMAX HI-LANDER
CLM011A1-6306-003392,TOYOTA,ALPHARD
CLM011A1-6306-003403,TOYOTA,YARIS
CLM011A1-6306-003417,TOYOTA,VIGO
CLM011A1-6306-003421,TOYOTA,VIGO
CLM011A1-6306-003435,ISUZU,DMAX
CLM011A1-6306-003449,ISUZU,DMAX
CLM011A1-6306-003453,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6306-003467,HONDA,CIVIC 2.0 E
CLM011A1-6306-003471,MAZDA,BT-50 2200
CLM011A1-6306-003485,ISUZU,DMAX
CLM011A1-6306-003499,TOYOTA,VIGO
CLM011A1-6306-003500,MG,ZS
CLM011A1-6306-003514,FORD,FIESTA
CLM011A1-6306-003528,ISUZU,DMAX
CLM011A1-6306-003532,ISUZU,DMAX
CLM011A1-6306-003546,NISSAN,MARCH
CLM011A1-6306-003550,ISUZU,DMAX
CLM011A1-6306-003564,TOYOTA,CAMRY 2.0
CLM011A1-6306-003578,ISUZU,DMAX 1.9
CLM011A1-6306-003582,NISSAN,JUKE
CLM011A1-6306-003596,TOYOTA,COMMUTER
CLM011A1-6306-003607,ISUZU,DMAX
CLM011A1-6306-003611,NISSAN,ALMERA
